ID,PO_/_SO_#,ASN/DN_#,Country,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Sub_Classification,Item_Description,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
74930,SCMS,ASN,Zambia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2898,208656.0,72.0,0.72,Yes,1409.0,21714.68,408.97,150
74936,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",30,46802,537754.98,11.49,0.38,Yes,5281.0,13625.75,665.2,175
74941,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Didanosine 250mg, delayed-release capsules, 30 Caps",30,6,71.03,11.84,0.39,No,,0.0,0.07,316
74965,SCMS,ASN,Tanzania,Direct Drop,FCA,Air,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",336,335,12850.6,38.36,0.11,Yes,146.0,4701.1,27.71,395
74993,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Etravirine 100mg [Intelence], tablets, 120 Tabs",120,41,1049.33,25.59,0.21,No,,0.0,1.08,179
75043,SCMS,ASN,Rwanda,Direct Drop,FCA,Air,Pediatric,"Atazanavir 150mg [Reyataz], capsules, 60 Caps",60,132,4468.2,33.85,0.56,Yes,11.0,663.77,4.59,200
75089,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Darunavir 300mg [Prezista], tablets, 120 Tabs",120,36,1696.63,47.13,0.39,No,,0.0,1.74,78
75091,SCMS,ASN,Namibia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,728,23296.0,32.0,1.6,Yes,238.0,2789.67,32.66,71
75102,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,5360,14579.2,2.72,0.05,Yes,583.0,5824.11,24.06,308
75114,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,49920,284044.8,5.69,0.09,Yes,4799.0,10959.54,612.4,106
75122,SCMS,ASN,Zimbabwe,Direct Drop,EXW,Air,HIV test,"HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test",1,11626,29065.0,2.5,2.5,Yes,613.0,8434.27,40.75,117
75136,SCMS,ASN,Mozambique,Direct Drop,others,Air,Adult,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",60,54,2997.0,55.5,0.92,Yes,,0.0,3.71,264
75139,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,3024,4384.8,1.45,0.02,Yes,202.0,1615.88,8.59,107
75153,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,3337,106784.0,32.0,1.6,Yes,1252.0,5758.84,132.09,153
75177,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,4,93.81,23.45,0.08,Yes,,0.0,0.12,364
75181,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,5,160.0,32.0,1.6,No,24721.0,,0.16,96
75198,SCMS,ASN,Ghana,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,25097,205795.4,8.2,0.14,Yes,3167.0,16189.27,211.56,214
75202,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,214,6848.0,32.0,1.6,No,28279.0,,7.04,101
75229,SCMS,ASN,Zambia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,5000,160000.0,32.0,1.6,Yes,1647.0,20626.58,264.0,191
75309,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,99,6830.08,68.99,1.15,No,,0.0,7.02,120
75331,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,76,1487.93,19.58,0.33,No,,0.0,1.84,211
75336,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,14119,46592.7,3.3,0.11,No,17077.0,,65.32,138
75345,SCMS,ASN,Côte d'Ivoire,Direct Drop,FCA,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,12560,454169.6,36.16,0.3,Yes,3080.0,18459.58,890.17,63
75352,SCMS,ASN,Cameroon,Direct Drop,EXW,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,39960,193406.4,4.84,0.16,Yes,4123.0,28778.76,239.24,87
75373,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,25,800.0,32.0,1.6,No,31765.0,,0.94,212
75422,SCMS,ASN,Zambia,Direct Drop,EXW,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,38939,87612.75,2.25,0.04,Yes,3962.0,20233.34,90.07,98
75491,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,6,283.05,47.18,0.52,No,,0.0,0.29,363
75494,SCMS,ASN,Rwanda,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,500,16000.0,32.0,1.6,Yes,166.0,3478.5,19.79,18
75502,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,11912,18582.72,1.56,0.05,Yes,802.0,5740.54,22.99,117
75522,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,11517,37315.08,3.24,0.11,Yes,1006.0,3001.35,46.16,194
75534,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",30,18000,360000.0,20.0,0.67,Yes,2402.0,1832.54,370.08,137
75554,SCMS,ASN,Haiti,Direct Drop,EXW,Ocean,Adult,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",30,65025,665856.0,10.24,0.34,No,31820.0,,684.5,264
75581,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,8738,20534.3,2.35,0.04,Yes,420.0,6683.69,44.27,141
75595,SCMS,ASN,Haiti,Direct Drop,EXW,Air,Malaria,"Malaria Antigen P.f , HRP2, Kit, 25 Tests",25,4,45.0,11.25,0.45,Yes,2.0,702.42,0.06,75
75623,SCMS,ASN,Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,750,24000.0,32.0,1.6,Yes,253.0,2849.79,51.74,42
75641,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,60757,200498.1,3.3,0.11,Yes,5215.0,20136.28,281.1,75
75671,SCMS,ASN,Haiti,Direct Drop,EXW,Ocean,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,2688,4193.28,1.56,0.05,Yes,154.0,2520.54,5.19,264
75682,SCMS,ASN,Uganda,Direct Drop,DDP,Air,Adult,"Darunavir 300mg [Prezista], tablets, 120 Tabs",120,252,16783.2,66.6,0.55,No,14880.0,,23.53,64
75703,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,168,5376.0,32.0,1.6,Yes,55.0,1112.11,5.53,334
75706,SCMS,ASN,Ghana,Direct Drop,FCA,Air,Pediatric,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",60,934,5547.96,5.94,0.1,Yes,110.0,2060.79,5.7,161
75717,SCMS,ASN,Haiti,Direct Drop,others,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,21,2625.0,125.0,1.25,Yes,,0.0,3.68,83
75729,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2891,257299.0,89.0,0.89,Yes,1378.0,31201.82,424.54,141
75733,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,Pediatric,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",60,635,1206.5,1.9,0.03,Yes,59.0,1944.99,1.24,169
75751,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,336,2436.0,7.25,0.12,Yes,19.0,8495.83,5.25,167
75799,SCMS,ASN,Ghana,Direct Drop,EXW,Air,Adult,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",120,3393,73967.4,21.8,0.18,Yes,915.0,6006.37,76.04,146
75810,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,Adult,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",30,1800,45000.0,25.0,0.83,Yes,225.0,3109.21,63.09,111
75848,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",240,12,94.68,7.89,0.03,No,,0.0,0.12,211
75879,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",25,10000,200000.0,20.0,0.8,Yes,3334.0,45032.55,330.0,98
75882,SCMS,ASN,Zimbabwe,Direct Drop,EXW,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,33439,155491.35,4.65,0.16,Yes,3232.0,25955.06,159.85,76
75912,SCMS,ASN,Dominican Republic,Direct Drop,EXW,Truck,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 2 x 84 Caps",168,2,288.0,144.0,0.86,Yes,,0.0,0.62,64
75913,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,19,528.69,27.83,0.46,No,,0.0,0.65,412
75925,SCMS,ASN,Cameroon,Direct Drop,EXW,Air,Adult,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",30,82471,865945.5,10.5,0.35,Yes,11615.0,102199.13,1071.17,145
75970,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test - Ancillary,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",100,15,120.0,8.0,0.08,No,31335.0,,0.14,158
75980,SCMS,ASN,Kenya,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,8500,680000.0,80.0,0.8,Yes,1462.0,14419.86,1466.08,90
76004,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,18,576.0,32.0,1.6,No,27241.0,,0.59,105
76063,SCMS,ASN,Haiti,Direct Drop,EXW,Air,Pediatric,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",60,3192,6703.2,2.1,0.04,Yes,157.0,2010.69,8.29,188
76069,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,469,15008.0,32.0,1.6,Yes,170.0,3125.65,18.56,235
76071,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,3300,237600.0,72.0,0.72,Yes,1593.0,29373.14,465.7,119
76073,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,13,324.4,24.95,0.42,No,,0.0,0.33,56
76087,SCMS,ASN,Dominican Republic,Direct Drop,EXW,Air,Adult,"Didanosine 250mg, delayed-release capsules, 30 Caps",30,1000,13000.0,13.0,0.43,Yes,68.0,1001.12,28.03,155
76097,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,13020,18879.0,1.45,0.02,Yes,861.0,1872.53,37.0,113
76112,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",30,20700,226665.0,10.95,0.36,Yes,1795.0,21340.35,444.26,320
76113,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,33792,274053.12,8.11,0.14,Yes,4610.0,16835.52,281.73,147
76135,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,37075,177960.0,4.8,0.08,No,11955.0,,293.63,179
76136,SCMS,ASN,Zambia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,6322,505760.0,80.0,0.8,Yes,2564.0,37444.1,519.92,224
76142,SCMS,ASN,Tanzania,Direct Drop,FCA,Air,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,237,7304.34,30.82,0.1,Yes,244.0,3269.9,9.04,142
76144,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Kit without Lancets, Buffer or Caplillary Tubes, 100 Tests",100,18,1298.7,72.15,0.72,No,30261.0,,1.53,98
76180,SCMS,ASN,Zambia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,4004,320320.0,80.0,0.8,Yes,1907.0,34940.02,449.09,122
76189,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,75048,557606.64,7.43,0.12,Yes,4023.0,3315.23,1202.2,272
76197,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,450,14400.0,32.0,1.6,No,22955.0,,17.81,208
76217,SCMS,ASN,Mozambique,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2863,229040.0,80.0,0.8,Yes,1298.0,13146.21,283.32,165
76226,SCMS,ASN,Haiti,Direct Drop,EXW,Ocean,Adult,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",30,48150,505575.0,10.5,0.35,No,20026.0,,625.4,207
76227,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,200,17800.0,89.0,0.89,No,31338.0,,20.95,158
76263,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",60,3,19.32,6.44,0.11,No,,0.0,0.02,414
76270,SCMS,ASN,Rwanda,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,2530,196581.0,77.7,0.78,Yes,575.0,26849.57,324.36,77
76298,SCMS,ASN,Kenya,Direct Drop,others,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,6152,547528.0,89.0,0.89,Yes,1059.0,91.67,767.63,231
76318,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,6493,11492.61,1.77,0.03,Yes,301.0,1457.92,14.22,155
76319,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Didanosine 400mg, delayed-release capsules, 30 Caps",30,4,78.7,19.68,0.66,No,,0.0,0.08,156
76321,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,336,5040.0,15.0,0.25,No,11024.0,,8.32,156
76325,SCMS,ASN,Tanzania,Direct Drop,others,Air,Adult,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",30,7000,128380.0,18.34,0.61,No,4489.0,,251.62,61
76327,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,17600,31680.0,1.8,0.03,No,32265.0,,37.29,163
76340,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",40,2400,264000.0,110.0,2.75,Yes,2635.0,19145.8,569.18,83
76374,SCMS,ASN,Rwanda,Direct Drop,EXW,Air,HIV test,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",1,20481,501784.5,24.5,24.5,Yes,13656.0,139951.34,620.71,176
76409,SCMS,ASN,Haiti,Direct Drop,EXW,Ocean,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,52080,356748.0,6.85,0.11,No,18919.0,,441.3,189
76442,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,185,5920.0,32.0,1.6,Yes,64.0,1592.72,7.32,209
76459,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,96721,438146.13,4.53,0.15,Yes,,0.0,944.64,268
76483,SCMS,ASN,Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,130,11570.0,89.0,0.89,Yes,60.0,2084.49,24.94,164
76496,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",240,17,91.92,5.41,0.02,No,,0.0,0.09,347
76505,SCMS,ASN,Haiti,Direct Drop,EXW,Ocean,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,3260,9714.8,2.98,0.1,Yes,,0.0,9.99,218
76517,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,42000,461580.0,10.99,0.18,Yes,5941.0,19632.73,761.61,125
76541,SCMS,ASN,Dominican Republic,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,500,16000.0,32.0,1.6,Yes,146.0,790.78,16.45,57
76551,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",240,60,927.34,15.46,0.06,No,,0.0,2.0,12
76559,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Pediatric,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",60,1966,4423.5,2.25,0.04,Yes,91.0,1143.04,6.2,191
76578,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",60,48,4062.91,84.64,1.41,No,,0.0,4.18,156
76586,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,6355,203360.0,32.0,1.6,Yes,290.0,15450.88,251.56,144
76603,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,7,189.78,27.11,0.45,No,,0.0,0.23,414
76619,SCMS,ASN,Namibia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,500,35000.0,70.0,0.7,Yes,115.0,1498.16,75.46,103
76638,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,122,3142.69,25.76,0.21,No,,0.0,3.89,414
76712,SCMS,ASN,Uganda,Direct Drop,FCA,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,110,3977.6,36.16,0.3,Yes,33.0,995.22,7.8,88
76766,SCMS,ASN,Zambia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,530,42400.0,80.0,0.8,Yes,,0.0,49.9,111
76772,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",60,1281,14728.5,11.5,0.19,No,,0.0,18.22,121
76799,SCMS,ASN,Vietnam,Direct Drop,FCA,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,760,62472.0,82.2,0.68,Yes,188.0,1088.79,122.45,67
76809,SCMS,ASN,Nigeria,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2890,257210.0,89.0,0.89,Yes,1377.0,32575.03,424.4,144
76813,SCMS,ASN,Haiti,Direct Drop,FCA,Air,Pediatric,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",60,45,406.8,9.04,0.15,Yes,13.0,928.11,0.8,69
76827,SCMS,ASN,Liberia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,50,1600.0,32.0,1.6,Yes,17.0,515.11,2.64,52
76828,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",30,8,241.69,30.21,1.01,No,,0.0,0.25,156
76833,SCMS,ASN,Tanzania,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,2072,165760.0,80.0,0.8,Yes,989.0,17512.52,232.4,42
76840,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",30,77473,515195.45,6.65,0.22,Yes,7228.0,8809.08,850.07,199
76855,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",200,100,698.98,6.99,0.03,No,,0.0,1.51,12
76881,SCMS,ASN,Cameroon,Direct Drop,EXW,Air,Pediatric,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",30,4416,5520.0,1.25,0.04,Yes,,0.0,6.5,50
76914,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,1593,46197.0,29.0,1.45,Yes,624.0,6311.89,64.77,124
76917,SCMS,ASN,"Congo, DRC",Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,10000,81000.0,8.1,0.13,Yes,1463.0,12498.65,83.27,209
76938,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",30,58143,386650.95,6.65,0.22,Yes,5427.0,7905.96,833.62,149
77038,SCMS,ASN,Swaziland,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,1270,40640.0,32.0,1.6,Yes,429.0,4726.15,67.06,134
77044,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,50,2492.63,49.85,0.83,No,,0.0,2.56,154
77068,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,7,218.34,31.19,0.52,No,,0.0,0.22,363
77070,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",60,6,479.95,79.99,1.33,No,,0.0,0.49,97
77082,SCMS,ASN,Haiti,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,4000,400000.0,100.0,1.0,Yes,1624.0,14758.34,411.2,302
77090,SCMS,ASN,South Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,90,8010.0,89.0,0.89,No,32109.0,,9.43,190
77092,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,2,49.99,25.0,0.08,No,,0.0,0.06,25
77103,SCMS,ASN,South Africa,Direct Drop,DDP,Ocean,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,33207,242411.1,7.3,0.12,Yes,1720.0,3787.71,399.98,176
77113,SCMS,ASN,Côte d'Ivoire,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,1230,38130.0,31.0,1.55,Yes,357.0,5640.23,44.88,170
77136,SCMS,ASN,Tanzania,Direct Drop,FCA,Air,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,435,13406.7,30.82,0.1,Yes,470.0,4267.13,16.58,111
77138,SCMS,ASN,South Africa,Direct Drop,DDP,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1000,16453.48,16.45,0.55,No,,0.0,32.25,173
77152,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,31579,135789.7,4.3,0.14,Yes,2585.0,11617.57,292.76,129
77181,SCMS,ASN,Uganda,Direct Drop,EXW,Air,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,196,439.04,2.24,0.07,Yes,12.0,917.35,0.54,82
77268,SCMS,ASN,Ethiopia,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,340,9860.0,29.0,1.45,Yes,,0.0,13.82,119
77293,SCMS,ASN,South Africa,Direct Drop,DDP,Air,Pediatric,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",240,10000,31500.0,3.15,0.01,Yes,3869.0,4088.43,67.91,83
77296,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",120,4240,158406.4,37.36,0.31,Yes,1048.0,14256.58,310.48,303
77309,SCMS,ASN,Sudan,Direct Drop,EXW,Air,HIV test,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",100,22,1958.0,89.0,0.89,Yes,11.0,978.41,3.23,130
77310,SCMS,ASN,Vietnam,Direct Drop,EXW,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,20970,222282.0,10.6,0.18,Yes,2447.0,2673.82,366.77,178
77324,SCMS,ASN,Rwanda,Direct Drop,others,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,10350,26806.5,2.59,0.04,Yes,582.0,2990.64,52.54,160
77413,SCMS,ASN,Zambia,Direct Drop,EXW,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,34165,76871.25,2.25,0.04,Yes,3503.0,19461.76,79.02,93
